account number,name,sku,category,quantity,unit price,ext price,Tax rate,Tax amount,date
711951,Kilback-Gerlach,LL-46261,Shoes,9,10.81,97.29,0.075,7.29675,2013-12-06 00:59:43
93356,Waters-Walker,QN-82852,Belt,3,59.61,178.83,0.075,13.41225,2014-08-02 13:29:11
201259,Koelpin PLC,WJ-02096,Belt,16,16.3,260.8,0.075,19.56,2014-04-05 02:00:02
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,4,23.08,92.32,0.075,6.924,2014-09-13 11:34:24
524021,Hegmann and Sons,MJ-21460,Shoes,18,42.01,756.18,0.15,113.427,2013-11-27 03:18:14
676847,Hamill-Hackett,LL-46261,Shoes,5,74.02,370.1,0.15,55.515,2013-11-10 07:30:39
93356,Waters-Walker,QN-82852,Belt,11,77.66,854.26,0.15,128.139,2014-03-15 17:01:26
98022,Heidenreich-Bosco,LL-46261,Shoes,7,14.75,103.25,0.15,15.4875,2014-09-14 23:53:52
659366,Waelchi-Fahey,LW-86841,Shoes,16,38.75,620,0.15,93,2014-03-20 05:48:40
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,13,53.39,694.07,0.15,104.1105,2014-02-26 15:03:04
676847,Hamill-Hackett,KV-99194,Shirt,1,55.51,55.51,0.15,8.3265,2014-07-15 17:41:23
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,7,16,112,0.15,16.8,2014-05-05 21:05:51
850140,Kunze Inc,AS-93055,Shirt,20,63.75,1275,0.15,191.25,2014-02-09 10:28:34
201259,Koelpin PLC,GS-86623,Shoes,15,66.78,1001.7,0.03,30.051,2014-04-29 20:36:59
93356,Waters-Walker,VG-32047,Shirt,2,75.16,150.32,0.03,4.5096,2013-11-26 12:30:16
98022,Heidenreich-Bosco,MJ-21460,Shoes,14,34.8,487.2,0.03,14.616,2014-03-08 06:35:20
296809,Carroll PLC,QN-82852,Belt,14,14.82,207.48,0.03,6.2244,2014-04-06 19:17:38
676847,Hamill-Hackett,VG-32047,Shirt,4,88.99,355.96,0.075,26.697,2013-12-16 01:09:18
711951,Kilback-Gerlach,LW-86841,Shoes,13,71.43,928.59,0.075,69.64425,2014-04-26 03:39:28
304860,Huel-Haag,LL-46261,Shoes,6,23.37,140.22,0.075,10.5165,2013-10-22 22:50:47
711951,Kilback-Gerlach,LL-46261,Shoes,19,30.06,571.14,0.075,42.8355,2014-06-28 01:20:04
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,2,74.42,148.84,0.075,11.163,2013-12-09 09:10:44
659366,Waelchi-Fahey,QN-82852,Belt,4,38.69,154.76,0.15,23.214,2014-02-14 02:42:30
201259,Koelpin PLC,AS-93055,Shirt,3,16.22,48.66,0.15,7.299,2014-07-11 08:17:44
296809,Carroll PLC,VG-32047,Shirt,15,63.45,951.75,0.15,142.7625,2014-10-12 09:08:07
563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,19,78.34,1488.46,0.025,37.2115,2014-09-28 19:20:15
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,9,79.63,716.67,0.025,17.91675,2014-02-16 01:11:09
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,3,96.59,289.77,0.025,7.24425,2014-01-11 05:10:44
524021,Hegmann and Sons,WJ-02096,Belt,20,66.27,1325.4,0.025,33.135,2014-10-05 01:36:59
115138,Gorczany-Hahn,AS-93055,Shirt,8,16.11,128.88,0.025,3.222,2014-08-06 01:09:28
850140,Kunze Inc,FK-71853,Shirt,7,76.23,533.61,0.025,13.34025,2013-11-06 02:36:22
524021,Hegmann and Sons,LL-46261,Shoes,15,20.61,309.15,0.025,7.72875,2014-05-26 03:15:30
995267,Cole-Eichmann,GS-86623,Shoes,6,55.05,330.3,0.025,8.2575,2013-12-27 08:33:09
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,9,60.33,542.97,0.025,13.57425,2014-09-16 13:47:08
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,12,96.02,1152.24,0.025,28.806,2014-04-06 03:35:41
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,16,94.05,1504.8,0.025,37.62,2014-03-13 22:14:32
734922,Berge LLC,MJ-21460,Shoes,19,88.62,1683.78,0.025,42.0945,2014-01-29 06:44:37
850140,Kunze Inc,FK-71853,Shirt,6,38.76,232.56,0.025,5.814,2014-09-18 05:56:57
995267,Cole-Eichmann,QN-82852,Belt,10,12.35,123.5,0.025,3.0875,2014-07-05 01:51:03
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,3,30.77,92.31,0.025,2.30775,2014-03-01 02:12:31
659366,Waelchi-Fahey,FK-71853,Shirt,14,23.86,334.04,0.025,8.351,2014-09-30 12:37:58
659366,Waelchi-Fahey,WJ-02096,Belt,3,72.43,217.29,0.025,5.43225,2014-10-03 23:46:12
296809,Carroll PLC,VG-32047,Shirt,10,91.46,914.6,0.025,22.865,2013-11-24 08:11:02
850140,Kunze Inc,QN-82852,Belt,19,75.7,1438.3,0.025,35.9575,2014-02-15 14:11:02
563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,9,95.53,859.77,0.025,21.49425,2014-03-18 14:35:55
305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,15,67.57,1013.55,0.025,25.33875,2014-08-02 12:03:04
93356,Waters-Walker,GS-86623,Shoes,3,99.42,298.26,0.025,7.4565,2014-01-27 11:30:33
304860,Huel-Haag,MJ-21460,Shoes,9,75.62,680.58,0.025,17.0145,2013-12-18 14:27:30
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,9,84.1,756.9,0.025,18.9225,2014-10-06 21:13:27
93356,Waters-Walker,LL-46261,Shoes,11,78.54,863.94,0.025,21.5985,2013-12-28 22:14:49
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,3,67.37,202.11,0.025,5.05275,2014-09-01 18:40:25
563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,15,42.96,644.4,0.07,45.108,2014-04-06 13:20:57
734922,Berge LLC,LL-46261,Shoes,2,62.32,124.64,0.015,1.8696,2014-03-12 11:38:47
711951,Kilback-Gerlach,AS-93055,Shirt,7,82.95,580.65,0.015,8.70975,2014-08-05 11:34:16
201259,Koelpin PLC,WJ-02096,Belt,14,40.79,571.06,0.015,8.5659,2014-01-16 02:43:35
304860,Huel-Haag,QN-82852,Belt,7,38.58,270.06,0.015,4.0509,2014-08-29 23:41:16
676847,Hamill-Hackett,FK-71853,Shirt,1,99.97,99.97,0.015,1.49955,2014-05-10 12:10:10
711951,Kilback-Gerlach,GS-86623,Shoes,11,96.66,1063.26,0.015,15.9489,2014-02-13 11:43:17
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,17,75.69,1286.73,0.015,19.30095,2013-11-25 02:35:28
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,18,42.02,756.36,0.015,11.3454,2014-03-19 23:24:01
115138,Gorczany-Hahn,WJ-02096,Belt,12,80.25,963,0.015,14.445,2013-11-06 05:25:34
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,4,70.28,281.12,0.015,4.2168,2014-01-25 23:43:12
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,5,49.68,248.4,0.015,3.726,2014-09-20 17:40:46
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,73.92,1034.88,0.015,15.5232,2013-11-23 17:48:24
296809,Carroll PLC,WJ-02096,Belt,17,69.41,1179.97,0.015,17.69955,2014-09-11 02:20:46
850140,Kunze Inc,AS-93055,Shirt,18,87.42,1573.56,0.015,23.6034,2014-05-31 04:28:20
850140,Kunze Inc,KV-99194,Shirt,20,74.34,1486.8,0.015,22.302,2014-01-27 19:42:12
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,17,59.12,1005.04,0.015,15.0756,2014-05-11 06:38:13
850140,Kunze Inc,AS-93055,Shirt,14,77.4,1083.6,0.015,16.254,2014-08-16 21:03:22
734922,Berge LLC,LL-46261,Shoes,15,58.85,882.75,0.015,13.24125,2014-08-22 04:35:06
305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,1,44.77,44.77,0.07,3.1339,2014-02-25 11:20:59
201259,Koelpin PLC,VG-32047,Shirt,15,26.93,403.95,0.07,28.2765,2014-01-24 10:23:39
93356,Waters-Walker,MJ-21460,Shoes,12,95.96,1151.52,0.07,80.6064,2014-06-12 00:58:43
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,8,31.12,248.96,0.07,17.4272,2013-12-03 14:12:26
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,7,83.84,586.88,0.07,41.0816,2014-10-20 05:47:49
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,19.86,79.44,0.07,5.5608,2013-11-30 16:47:24
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,3,77.07,231.21,0.07,16.1847,2014-06-14 17:54:02
734922,Berge LLC,LW-86841,Shoes,15,46.94,704.1,0.03,21.123,2014-05-23 13:09:21
711951,Kilback-Gerlach,FK-71853,Shirt,11,39.02,429.22,0.03,12.8766,2013-12-08 14:04:38
734922,Berge LLC,VG-32047,Shirt,2,33.92,67.84,0.03,2.0352,2014-06-27 15:53:05
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,11,81.22,893.42,0.03,26.8026,2013-12-01 05:10:26
201259,Koelpin PLC,QN-82852,Belt,2,25.42,50.84,0.03,1.5252,2014-03-21 17:57:32
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,59.07,236.28,0.03,7.0884,2014-04-07 08:54:29
304860,Huel-Haag,KV-99194,Shirt,15,50.2,753,0.03,22.59,2013-12-29 14:24:05
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,3,24.83,74.49,0.03,2.2347,2014-05-20 15:22:35
201259,Koelpin PLC,MJ-21460,Shoes,12,89.95,1079.4,0.03,32.382,2013-12-28 16:19:22
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,4,67.14,268.56,0.03,8.0568,2014-01-30 10:21:27
524021,Hegmann and Sons,FK-71853,Shirt,8,22.67,181.36,0.03,5.4408,2013-12-30 14:16:13
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,6,50.19,301.14,0.03,9.0342,2014-04-26 22:58:25
734922,Berge LLC,KV-99194,Shirt,7,46.71,326.97,0.03,9.8091,2014-06-15 15:52:58
659366,Waelchi-Fahey,FK-71853,Shirt,17,75.46,1282.82,0.03,38.4846,2013-11-17 15:36:57
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,23.73,308.49,0.03,9.2547,2014-01-11 12:21:50
711951,Kilback-Gerlach,QN-82852,Belt,11,71.02,781.22,0.03,23.4366,2014-01-14 18:43:44
734922,Berge LLC,MJ-21460,Shoes,15,77.1,1156.5,0.03,34.695,2013-12-07 11:53:40
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,3,39.99,119.97,0.03,3.5991,2013-11-13 02:00:22
201259,Koelpin PLC,QN-82852,Belt,14,95.77,1340.78,0.03,40.2234,2014-05-04 10:45:11
850140,Kunze Inc,GS-86623,Shoes,14,13.93,195.02,0.03,5.8506,2014-01-23 17:49:03
555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,15,42.09,631.35,0.03,18.9405,2014-10-17 03:56:02
201259,Koelpin PLC,VG-32047,Shirt,5,60.51,302.55,0.03,9.0765,2014-10-22 07:16:46
296809,Carroll PLC,GS-86623,Shoes,5,41.58,207.9,0.03,6.237,2014-03-29 08:13:19
734922,Berge LLC,QN-82852,Belt,12,89.48,1073.76,0.03,32.2128,2014-05-23 06:43:54
850140,Kunze Inc,MJ-21460,Shoes,2,18.29,36.58,0.03,1.0974,2014-01-16 20:23:03
304860,Huel-Haag,WJ-02096,Belt,1,23.12,23.12,0.03,0.6936,2014-10-17 20:09:53
659366,Waelchi-Fahey,MJ-21460,Shoes,14,53.6,750.4,0.03,22.512,2014-09-14 11:01:14
750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,16,72.41,1158.56,0.03,34.7568,2014-09-19 21:41:12
201259,Koelpin PLC,MJ-21460,Shoes,5,33.2,166,0.03,4.98,2014-09-04 23:45:59
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,20,14.99,299.8,0.03,8.994,2014-06-01 20:29:08
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,3,45.6,136.8,0.03,4.104,2013-12-21 04:01:40
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,18,80.7,1452.6,0.03,43.578,2014-05-09 23:51:49
734922,Berge LLC,MJ-21460,Shoes,4,15.22,60.88,0.03,1.8264,2013-11-15 07:17:16
734922,Berge LLC,LL-46261,Shoes,13,53.11,690.43,0.03,20.7129,2014-08-29 16:34:09
115138,Gorczany-Hahn,QN-82852,Belt,1,90.21,90.21,0.03,2.7063,2014-01-30 17:16:08
676847,Hamill-Hackett,VG-32047,Shirt,4,76.81,307.24,0.03,9.2172,2014-09-06 20:28:27
98022,Heidenreich-Bosco,AS-93055,Shirt,17,61.31,1042.27,0.03,31.2681,2014-03-19 02:46:57
524021,Hegmann and Sons,FK-71853,Shirt,7,33,231,0.03,6.93,2014-02-04 19:29:41
995267,Cole-Eichmann,QN-82852,Belt,4,36.62,146.48,0.03,4.3944,2014-08-11 23:29:08
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,10,72.1,721,0.03,21.63,2014-07-19 16:40:01
524021,Hegmann and Sons,AS-93055,Shirt,18,23.74,427.32,0.03,12.8196,2014-06-18 06:31:15
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,51.13,306.78,0.03,9.2034,2014-06-13 21:32:57
93356,Waters-Walker,FK-71853,Shirt,17,58.55,995.35,0.03,29.8605,2014-05-04 23:02:26
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,6,54.27,325.62,0.03,9.7686,2014-05-15 19:28:27
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,13,77.78,1011.14,0.03,30.3342,2013-11-30 17:23:21
201259,Koelpin PLC,QN-82852,Belt,8,69.58,556.64,0.03,16.6992,2014-04-03 01:34:49
676847,Hamill-Hackett,LW-86841,Shoes,10,67.36,673.6,0.03,20.208,2014-07-15 04:34:11
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,15,16.55,248.25,0.03,7.4475,2014-01-09 17:51:49
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,16,99.13,1586.08,0.03,47.5824,2014-09-26 10:54:06
995267,Cole-Eichmann,QN-82852,Belt,17,69.11,1174.87,0.03,35.2461,2014-09-23 05:58:41
563905,"Kerluke, Reilly and Bechtelar",AS-93055,Shirt,12,81.57,978.84,0.03,29.3652,2014-09-25 14:09:16
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,20,62.12,1242.4,0.03,37.272,2014-07-01 22:14:25
734922,Berge LLC,VG-32047,Shirt,4,96.25,385,0.025,9.625,2014-07-09 19:18:49
98022,Heidenreich-Bosco,LL-46261,Shoes,18,71.34,1284.12,0.025,32.103,2013-11-17 00:18:08
711951,Kilback-Gerlach,QN-82852,Belt,19,33.1,628.9,0.025,15.7225,2014-03-04 07:23:35
296809,Carroll PLC,WJ-02096,Belt,15,38.73,580.95,0.025,14.52375,2014-02-03 03:57:26
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,17,43.1,732.7,0.025,18.3175,2014-08-19 11:22:06
296809,Carroll PLC,WJ-02096,Belt,16,91.09,1457.44,0.025,36.436,2014-03-18 23:14:03
524021,Hegmann and Sons,LW-86841,Shoes,13,60.72,789.36,0.025,19.734,2014-01-18 22:40:14
201259,Koelpin PLC,QN-82852,Belt,3,64.13,192.39,0.025,4.80975,2014-08-07 15:28:03
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,14,40.86,572.04,0.025,14.301,2014-08-21 08:07:56
676847,Hamill-Hackett,LW-86841,Shoes,1,73.74,73.74,0.025,1.8435,2014-09-04 10:46:25
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,6,26.4,158.4,0.025,3.96,2014-09-04 09:18:54
850140,Kunze Inc,MJ-21460,Shoes,19,36.32,690.08,0.025,17.252,2014-08-10 20:15:29
676847,Hamill-Hackett,LL-46261,Shoes,17,10.96,186.32,0.025,4.658,2014-01-19 22:01:00
115138,Gorczany-Hahn,FK-71853,Shirt,17,88.39,1502.63,0.025,37.56575,2014-07-31 12:28:26
98022,Heidenreich-Bosco,VG-32047,Shirt,20,94,1880,0.03,56.4,2014-05-31 22:53:56
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,34.42,137.68,0.03,4.1304,2014-10-10 18:54:24
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,68.25,955.5,0.03,28.665,2014-03-16 21:35:20
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,5,89.36,446.8,0.03,13.404,2014-06-08 14:33:12
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,3,44.37,133.11,0.03,3.9933,2014-04-23 12:05:25
850140,Kunze Inc,VG-32047,Shirt,11,69.2,761.2,0.03,22.836,2014-03-14 03:16:51
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,12,92.94,1115.28,0.03,33.4584,2014-10-10 18:02:37
995267,Cole-Eichmann,VG-32047,Shirt,4,54.2,216.8,0.03,6.504,2014-08-28 06:28:19
676847,Hamill-Hackett,QN-82852,Belt,3,42.71,128.13,0.03,3.8439,2014-06-09 12:21:47
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,4,81.46,325.84,0.03,9.7752,2013-10-25 16:52:01
98022,Heidenreich-Bosco,MJ-21460,Shoes,9,22.08,198.72,0.03,5.9616,2014-01-21 05:08:12
305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,8,98.01,784.08,0.03,23.5224,2014-04-11 08:23:07
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,13,83.6,1086.8,0.03,32.604,2014-08-19 20:42:22
98022,Heidenreich-Bosco,MJ-21460,Shoes,1,82.28,82.28,0.03,2.4684,2014-10-05 08:28:30
676847,Hamill-Hackett,AS-93055,Shirt,16,44.38,710.08,0.03,21.3024,2014-09-16 05:22:44
93356,Waters-Walker,MJ-21460,Shoes,5,54.96,274.8,0.075,20.61,2013-11-18 19:41:31
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,7,97.85,684.95,0.075,51.37125,2014-03-02 21:47:35
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,11,12.27,134.97,0.075,10.12275,2014-01-15 07:26:27
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,8,83.88,671.04,0.075,50.328,2014-07-03 13:24:21
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,2,31.18,62.36,0.075,4.677,2014-09-21 03:36:32
524021,Hegmann and Sons,WJ-02096,Belt,13,15.28,198.64,0.075,14.898,2014-07-26 14:07:00
711951,Kilback-Gerlach,QN-82852,Belt,14,40.48,566.72,0.075,42.504,2014-07-10 06:12:22
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,5,38.73,193.65,0.075,14.52375,2014-04-26 11:51:54
201259,Koelpin PLC,GS-86623,Shoes,5,23.38,116.9,0.075,8.7675,2014-07-26 09:33:15
711951,Kilback-Gerlach,LL-46261,Shoes,1,54.04,54.04,0.075,4.053,2014-06-09 20:05:03
734922,Berge LLC,WJ-02096,Belt,17,25.26,429.42,0.075,32.2065,2014-06-16 10:03:35
850140,Kunze Inc,GS-86623,Shoes,3,46,138,0.075,10.35,2013-10-25 11:42:04
676847,Hamill-Hackett,GS-86623,Shoes,8,34.76,278.08,0.075,20.856,2013-11-19 02:20:09
734922,Berge LLC,VG-32047,Shirt,1,93.1,93.1,0.075,6.9825,2013-12-25 10:00:14
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,10,23.43,234.3,0.075,17.5725,2014-08-20 16:25:05
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,7,41.77,292.39,0.075,21.92925,2014-10-21 05:51:47
676847,Hamill-Hackett,QN-82852,Belt,11,53.13,584.43,0.07,40.9101,2014-09-24 02:05:24
711951,Kilback-Gerlach,LW-86841,Shoes,9,90.02,810.18,0.07,56.7126,2014-08-22 13:18:26
676847,Hamill-Hackett,KV-99194,Shirt,14,37.64,526.96,0.07,36.8872,2014-02-15 06:51:00
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,50.99,917.82,0.015,13.7673,2014-02-20 05:55:31
296809,Carroll PLC,VG-32047,Shirt,9,67.68,609.12,0.015,9.1368,2014-05-22 05:51:16
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,19.01,342.18,0.015,5.1327,2013-11-14 11:33:02
659366,Waelchi-Fahey,MJ-21460,Shoes,15,19.62,294.3,0.015,4.4145,2013-11-24 23:33:56
659366,Waelchi-Fahey,WJ-02096,Belt,14,75.49,1056.86,0.015,15.8529,2014-02-18 02:07:31
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,1,69.57,69.57,0.015,1.04355,2013-12-21 16:04:44
115138,Gorczany-Hahn,WJ-02096,Belt,6,95.08,570.48,0.015,8.5572,2014-02-01 01:28:20
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,17,20.45,347.65,0.015,5.21475,2014-08-30 03:56:20
305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,4,85.3,341.2,0.015,5.118,2014-10-17 13:18:21
304860,Huel-Haag,VG-32047,Shirt,16,63.97,1023.52,0.015,15.3528,2014-02-06 19:14:35
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,93.72,93.72,0.015,1.4058,2014-09-30 09:16:18
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,12,64.09,769.08,0.015,11.5362,2014-04-22 14:36:05
93356,Waters-Walker,LW-86841,Shoes,16,16.59,265.44,0.015,3.9816,2014-09-07 02:26:24
115138,Gorczany-Hahn,WJ-02096,Belt,3,52.57,157.71,0.015,2.36565,2014-08-15 13:23:42
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,1,34.4,34.4,0.015,0.516,2014-05-19 20:50:19
93356,Waters-Walker,VG-32047,Shirt,13,45.97,597.61,0.015,8.96415,2014-07-05 08:56:46
296809,Carroll PLC,LL-46261,Shoes,10,37.4,374,0.015,5.61,2014-05-05 05:17:28
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,14,15.58,218.12,0.015,3.2718,2013-12-23 21:32:05
995267,Cole-Eichmann,AS-93055,Shirt,11,45.24,497.64,0.07,34.8348,2014-08-06 01:25:27
734922,Berge LLC,GS-86623,Shoes,9,30.49,274.41,0.07,19.2087,2014-03-02 13:04:07
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,18,90.84,1635.12,0.07,114.4584,2014-02-01 21:38:06
659366,Waelchi-Fahey,GS-86623,Shoes,1,38.2,38.2,0.07,2.674,2013-11-23 15:45:41
850140,Kunze Inc,QN-82852,Belt,8,72.29,578.32,0.075,43.374,2014-02-15 21:05:44
850140,Kunze Inc,MJ-21460,Shoes,20,61.03,1220.6,0.075,91.545,2013-12-23 23:07:45
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,77.66,1397.88,0.075,104.841,2014-10-18 18:07:37
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,10,16.01,160.1,0.07,11.207,2014-05-07 20:02:28
676847,Hamill-Hackett,LW-86841,Shoes,9,61.42,552.78,0.07,38.6946,2014-10-16 12:50:55
304860,Huel-Haag,VG-32047,Shirt,17,64.75,1100.75,0.07,77.0525,2014-09-13 02:51:49
296809,Carroll PLC,KV-99194,Shirt,16,50.36,805.76,0.015,12.0864,2014-01-03 07:56:48
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,4,64.91,259.64,0.015,3.8946,2014-02-20 20:48:46
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,16,65,1040,0.015,15.6,2014-05-14 17:57:45
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,6,57.28,343.68,0.015,5.1552,2014-04-09 15:32:28
676847,Hamill-Hackett,VG-32047,Shirt,3,71.55,214.65,0.015,3.21975,2014-02-16 04:42:01
995267,Cole-Eichmann,VG-32047,Shirt,4,37.74,150.96,0.015,2.2644,2014-03-21 08:21:18
201259,Koelpin PLC,QN-82852,Belt,12,41.57,498.84,0.015,7.4826,2014-05-22 08:56:14
659366,Waelchi-Fahey,QN-82852,Belt,13,59.59,774.67,0.015,11.62005,2013-12-04 04:11:33
524021,Hegmann and Sons,FK-71853,Shirt,20,62.71,1254.2,0.015,18.813,2014-03-06 22:55:08
115138,Gorczany-Hahn,GS-86623,Shoes,16,37.88,606.08,0.015,9.0912,2013-12-05 07:33:43
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,20,83.1,1662,0.015,24.93,2014-09-14 18:26:11
555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,11.81,118.1,0.015,1.7715,2014-03-13 00:31:33
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,20,59.1,1182,0.011,13.002,2014-10-02 05:30:08
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,8,60.7,485.6,0.011,5.3416,2014-04-01 13:03:54
659366,Waelchi-Fahey,WJ-02096,Belt,1,42.83,42.83,0.011,0.47113,2013-11-05 05:06:14
734922,Berge LLC,QN-82852,Belt,17,76.13,1294.21,0.003,3.88263,2013-11-25 14:33:27
201259,Koelpin PLC,FK-71853,Shirt,4,41.09,164.36,0.011,1.80796,2014-08-24 20:22:11
659366,Waelchi-Fahey,GS-86623,Shoes,12,32.84,394.08,0.011,4.33488,2014-09-13 15:23:40
296809,Carroll PLC,VG-32047,Shirt,5,10.81,54.05,0.011,0.59455,2014-08-28 00:56:58
115138,Gorczany-Hahn,LL-46261,Shoes,1,26.19,26.19,0.011,0.28809,2014-01-10 05:09:07
115138,Gorczany-Hahn,LL-46261,Shoes,12,48.63,583.56,0.003,1.75068,2014-09-17 06:25:26
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,5,51.82,259.1,0.011,2.8501,2014-01-08 02:36:38
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,7,53.36,373.52,0.011,4.10872,2014-06-02 19:58:55
711951,Kilback-Gerlach,KV-99194,Shirt,5,56.33,281.65,0.011,3.09815,2014-09-06 01:57:32
304860,Huel-Haag,AS-93055,Shirt,11,79.58,875.38,0.003,2.62614,2013-11-21 04:46:33
734922,Berge LLC,FK-71853,Shirt,7,58.95,412.65,0.011,4.53915,2014-03-14 04:16:55
850140,Kunze Inc,MJ-21460,Shoes,9,78.44,705.96,0.011,7.76556,2013-12-18 17:23:54
995267,Cole-Eichmann,WJ-02096,Belt,15,54.77,821.55,0.011,9.03705,2013-11-14 11:15:21
98022,Heidenreich-Bosco,GS-86623,Shoes,15,73.45,1101.75,0.003,3.30525,2014-01-03 12:09:44
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,14,21.01,294.14,0.011,3.23554,2014-01-01 00:15:37
524021,Hegmann and Sons,FK-71853,Shirt,15,45.99,689.85,0.011,7.58835,2014-01-21 14:40:49
524021,Hegmann and Sons,LW-86841,Shoes,11,89.8,987.8,0.011,10.8658,2014-03-14 06:17:28
734922,Berge LLC,FK-71853,Shirt,4,63.74,254.96,0.075,19.122,2014-08-31 19:57:31
296809,Carroll PLC,KV-99194,Shirt,9,36.35,327.15,0.075,24.53625,2014-01-17 22:03:57
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,13,55.99,727.87,0.075,54.59025,2013-12-27 08:36:12
296809,Carroll PLC,FK-71853,Shirt,4,12.28,49.12,0.075,3.684,2014-04-03 06:43:35
659366,Waelchi-Fahey,WJ-02096,Belt,10,64.42,644.2,0.075,48.315,2014-09-05 03:46:20
