Account_Num,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership
64035,CONEMAUGH MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,CAMBRIA,(814) 534-9000,Acute Care Hospitals,Proprietary
13511,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH  WOLFE STREET,BALTIMORE,MD,21287,BALTIMORE CITY,(410) 955-9540,Acute Care Hospitals,Voluntary non-profit - Private
15279,EAST CARROLL PARISH HOSPITAL,336 NORTH HOOD STREET,LAKE PROVIDENCE,LA,71254,EAST CARROLL,(318) 559-4023,Acute Care Hospitals,Government - Hospital District or Authority
85009,REAGAN MEMORIAL HOSPITAL,1300 N MAIN AVENUE,BIG LAKE,TX,76932,REAGAN,(325) 844-2561,Critical Access Hospitals,Government - Hospital District or Authority
22350,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,GRUNDY,(319) 824-5421,Critical Access Hospitals,Voluntary non-profit - Other
65646,OHSU HOSPITAL AND CLINICS,3181 SW SAM JACKSON PARK ROAD,PORTLAND,OR,97239,MULTNOMAH,(503) 494-6245,Acute Care Hospitals,Voluntary non-profit - Other
26141,INTEGRIS BASS BAPTIST HEALTH CENTER,600 SOUTH MONROE,ENID,OK,73701,GARFIELD,(580) 233-2300,Acute Care Hospitals,Voluntary non-profit - Private
72340,AVERA DELLS AREA HOSPITAL  - CAH,909 N IOWA AVE,DELL RAPIDS,SD,57022,MINNEHAHA,(605) 428-5431,Critical Access Hospitals,Voluntary non-profit - Private
77443,PIGGOTT COMMUNITY HOSPITAL,216 EAST MAIN STREET,PIGGOTT,AR,72454,CLAY,(870) 598-3881,Critical Access Hospitals,Government - Local
61817,GRISELL MEMORIAL HOSPITAL,210 SOUTH VERMONT AVENUE,RANSOM,KS,67572,NESS,(785) 731-2231,Critical Access Hospitals,Government - Hospital District or Authority
45818,ROLLING HILLS PSYCHIATRIC HOSPITAL,2014 QUAIL HOLLOW CIRCLE,FRANKLIN,TN,37067,WILLIAMSON,(615) 226-4930,Psychiatric,Voluntary non-profit - Private
29232,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,SAN DIEGO,(858) 626-4123,Acute Care Hospitals,Physician
54187,HILLSDALE HOSPITAL,168 S HOWELL STREET,HILLSDALE,MI,49242,HILLSDALE,(517) 437-4451,Acute Care Hospitals,Voluntary non-profit - Private
46755,WILSON MEDICAL CENTER,REECE CAMPUS 2600 OTTAWA ROAD,NEODESHA,KS,66757,WILSON,(620) 325-2611,Critical Access Hospitals,Government - Local
49692,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,"7200 CAMBRIDGE, 11TH FLOOR",HOUSTON,TX,77030,HARRIS,(832) 355-1000,Acute Care Hospitals,Voluntary non-profit - Church
82369,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,47250,JEFFERSON,(812) 801-0105,Acute Care Hospitals,Voluntary non-profit - Private
20131,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,(334) 738-2140,Acute Care Hospitals,Proprietary
29874,SPRING MOUNTAIN TREATMENT CENTER,7000 WEST SPRING MOUNTAIN ROAD,LAS VEGAS,NV,89117,CLARK,(702) 873-2400,Psychiatric,Proprietary
34805,ROCK PRAIRIE BEHAVIORAL HEALTH,3550 NORMAND DRIVE,COLLEGE STATION,TX,77845,BRAZOS,(979) 703-8848,Psychiatric,Proprietary
17408,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,(530) 533-8500,Acute Care Hospitals,Voluntary non-profit - Private
37376,RALEIGH GENERAL HOSPITAL,1710 HARPER ROAD,BECKLEY,WV,25801,RALEIGH,(304) 256-4100,Acute Care Hospitals,Proprietary
50142,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,IL,60657,COOK,(773) 665-3000,Acute Care Hospitals,Voluntary non-profit - Church
59095,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,LAFAYETTE,(337) 289-7991,Acute Care Hospitals,Voluntary non-profit - Private
58553,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,(607) 432-2000,Acute Care Hospitals,Voluntary non-profit - Private
88149,OAK HILLS BEHAVIORAL CENTER,49 OLD HICKORY BLVD,JACKSON,TN,38305,MADISON,(731) 668-7073,Psychiatric,Proprietary
74565,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,ROMNEY,WV,26757,HAMPSHIRE,(304) 822-4561,Critical Access Hospitals,Voluntary non-profit - Private
79689,HENDRICK MEDICAL CENTER,1900 PINE,ABILENE,TX,79601,TAYLOR,(325) 670-2000,Acute Care Hospitals,Voluntary non-profit - Private
48569,CEDAR CITY HOSPITAL,1303 NORTH MAIN STREET,CEDAR CITY,UT,84721,IRON,(435) 868-5800,Acute Care Hospitals,Voluntary non-profit - Private
68948,ST DAVID'S MEDICAL CENTER,919 E 32ND ST,AUSTIN,TX,78705,TRAVIS,(512) 476-7111,Acute Care Hospitals,Proprietary
31448,COLUMBIA BASIN HOSPITAL,200 NAT WASHINGTON WAY,EPHRATA,WA,98823,GRANT,(509) 754-4631,Critical Access Hospitals,Government - Hospital District or Authority
90796,SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER,1341 NORTH CLARK STREET,CAMBRIDGE,OH,43725,GUERNSEY,(740) 439-8000,Acute Care Hospitals,Voluntary non-profit - Private
30187,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,STARK,(330) 363-6352,Acute Care Hospitals,Voluntary non-profit - Other
65877,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,(334) 732-3000,Acute Care Hospitals,Government - State
52418,BAYLOR UNIVERSITY MEDICAL CENTER,3500 GASTON AVE,DALLAS,TX,75246,DALLAS,(214) 820-0111,Acute Care Hospitals,Voluntary non-profit - Church
57858,"PINEVILLE COMMUNITY HEALTH CENTER, INC",850 RIVERVIEW AVENUE,PINEVILLE,KY,40977,BELL,(606) 337-3051,Acute Care Hospitals,Voluntary non-profit - Private
40742,WICHITA COUNTY HEALTH CENTER,211 E EARL STREET,LEOTI,KS,67861,WICHITA,(620) 375-2233,Critical Access Hospitals,Government - Local
24983,ROUNDUP MEMORIAL HEALTHCARE,1202 3RD ST W,ROUNDUP,MT,59072,MUSSELSHELL,(406) 323-2301,Critical Access Hospitals,Government - Hospital District or Authority
81961,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NEW YORK,(212) 423-6262,Acute Care Hospitals,Government - Local
86290,BLUEFIELD REGIONAL MEDICAL CENTER,500 CHERRY ST,BLUEFIELD,WV,24701,MERCER,(304) 327-1100,Acute Care Hospitals,Proprietary
15932,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,SHELBY,(901) 516-8274,Acute Care Hospitals,Voluntary non-profit - Church
20178,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,300 WILSON STREET,HENDERSON,TX,75652,RUSK,(903) 657-7541,Acute Care Hospitals,Voluntary non-profit - Private
83374,DECKERVILLE COMMUNITY HOSPITAL,3559 PINE ST,DECKERVILLE,MI,48427,SANILAC,(810) 376-2835,Critical Access Hospitals,Voluntary non-profit - Private
21399,PROVIDENCE SEASIDE HOSPITAL,725 S WAHANNA ROAD,SEASIDE,OR,97138,CLATSOP,(503) 717-7000,Critical Access Hospitals,Voluntary non-profit - Church
27988,AVERA MARSHALL REGIONAL MEDICAL CTR,300 SOUTH BRUCE STREET,MARSHALL,MN,56258,LYON,(507) 532-9661,Critical Access Hospitals,Voluntary non-profit - Private
49534,"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",260 MJ TAYLOR ROAD,ADEL,GA,31620,COOK,(229) 896-8077,Acute Care Hospitals,Proprietary
79594,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,FAULKNER,(501) 585-2000,Acute Care Hospitals,Voluntary non-profit - Private
93931,GROVE CREEK MEDICAL CENTER,350 NORTH MERIDIAN STREET,BLACKFOOT,ID,83221,BINGHAM,(208) 782-2900,Acute Care Hospitals,Voluntary non-profit - Private
25085,HANS P PETERSON MEMORIAL HOSPITAL - CAH,503 W PINE  POST OFFICE BOX 790,PHILIP,SD,57567,HAAKON,(605) 859-2511,Critical Access Hospitals,Voluntary non-profit - Private
51519,SWEDISH MEDICAL CENTER / CHERRY HILL,500 17TH AVENUE,SEATTLE,WA,98122,KING,(206) 320-2000,Acute Care Hospitals,Voluntary non-profit - Church
87735,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,(212) 606-1000,Acute Care Hospitals,Voluntary non-profit - Private
59735,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,MONTGOMERY,(215) 481-2000,Acute Care Hospitals,Voluntary non-profit - Private
69182,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,(315) 473-4240,Acute Care Hospitals,Government - State
92490,MITCHELL COUNTY HOSPITAL DISTRICT,997 WEST I-20,COLORADO CITY,TX,79512,MITCHELL,(325) 728-3431,Critical Access Hospitals,Government - Hospital District or Authority
89976,SMITH COUNTY MEMORIAL HOSPITAL,921 E. HIGHWAY 36,SMITH CENTER,KS,66967,SMITH,(785) 282-6845,Critical Access Hospitals,Government - Local
90049,KINGWOOD PINES HOSPITAL,2001 LADBROOK,KINGWOOD,TX,77339,HARRIS,(281) 358-1495,Psychiatric,Proprietary
49474,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,AL,35205,JEFFERSON,(205) 939-7000,Acute Care Hospitals,Voluntary non-profit - Private
65072,CLARK FORK VALLEY HOSPITAL,10 KRUGER RD,PLAINS,MT,59859,SANDERS,(406) 826-4800,Critical Access Hospitals,Voluntary non-profit - Private
51602,MEDICAL CITY LAS COLINAS,6800 N MACARTHUR BLVD,IRVING,TX,75039,DALLAS,(972) 969-2000,Acute Care Hospitals,Proprietary
13869,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,TX,79065,GRAY,(806) 665-3721,Acute Care Hospitals,Voluntary non-profit - Private
51547,DISTRICT ONE HOSPITAL,200 STATE AVENUE,FARIBAULT,MN,55021,RICE,(507) 334-6451,Acute Care Hospitals,Voluntary non-profit - Private
29566,WOMANS HOSPITAL,100 WOMAN'S WAY,BATON ROUGE,LA,70817,E. BATON ROUGE,(225) 927-1300,Acute Care Hospitals,Voluntary non-profit - Private
50097,UMD SHORE MEDICAL CENTER AT EASTON,219 SOUTH  WASHINGTON STREET,EASTON,MD,21601,TALBOT,(410) 822-1000,Acute Care Hospitals,Voluntary non-profit - Private
73866,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,1915,ESSEX,(978) 922-3000,Acute Care Hospitals,Voluntary non-profit - Private
90759,CORNERSTONE BEHAVIORAL HEALTH EL DORADO,1400 NORTH WILMOT ROAD,TUCSON,AZ,85712,PIMA,(520) 222-8268,Psychiatric,Proprietary
12938,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,WACO,TX,76712,MC LENNAN,(254) 751-4000,Acute Care Hospitals,Voluntary non-profit - Private
67136,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,ST. JOSEPH,(574) 647-1000,Acute Care Hospitals,Voluntary non-profit - Private
13144,UNIVERSITY MEDICAL CENTER,1800 W CHARLESTON BLVD,LAS VEGAS,NV,89102,CLARK,(702) 383-2000,Acute Care Hospitals,Government - Local
43999,TMC- BONHAM HOSPITAL,504 LIPSCOMB STREET,BONHAM,TX,75418,FANNIN,(903) 640-7311,Critical Access Hospitals,Government - Hospital District or Authority
59484,ALLENDALE COUNTY HOSPITAL,1787 ALLENDALE FAIRFAX RD,FAIRFAX,SC,29827,ALLENDALE,(803) 632-3311,Critical Access Hospitals,Government - Local
35652,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,2114,SUFFOLK,(617) 523-7900,Acute Care Hospitals,Voluntary non-profit - Private
22288,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,98362,CLALLAM,(360) 417-7000,Acute Care Hospitals,Government - Local
59639,HARDIN COUNTY GENERAL HOSPITAL,FERRELL ROAD,ROSICLARE,IL,62982,HARDIN,(618) 285-6634,Critical Access Hospitals,Voluntary non-profit - Private
87828,CROOK COUNTY HOSPITAL,713 OAK STREET,SUNDANCE,WY,82729,CROOK,(307) 283-3501,Critical Access Hospitals,Government - Hospital District or Authority
65742,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,(310) 325-5111,Acute Care Hospitals,Voluntary non-profit - Other
70620,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233,SARASOTA,(941) 342-1100,Acute Care Hospitals,Proprietary
40866,MOHAWK VALLEY PSYCHIATRIC CENTER,1400 NOYES ST,UTICA,NY,13502,ONEIDA,(315) 797-6800,Psychiatric,Government - Local
54937,MAGEE GENERAL HOSPITAL,300 3RD AVE SE,MAGEE,MS,39111,SIMPSON,(601) 849-5070,Acute Care Hospitals,Government - Local
94250,THE MEDICAL CENTER AT SCOTTSVILLE,456 BURNLEY ROAD,SCOTTSVILLE,KY,42164,ALLEN,(270) 622-2800,Critical Access Hospitals,Voluntary non-profit - Private
92502,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,(818) 676-4100,Acute Care Hospitals,Proprietary
31545,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,85206,MARICOPA,(480) 832-4770,Acute Care Hospitals,Physician
40515,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,WICHITA FALLS,TX,76301,WICHITA,(940) 764-3055,Acute Care Hospitals,Voluntary non-profit - Private
14808,ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,IN,46904,HOWARD,(765) 452-5611,Acute Care Hospitals,Voluntary non-profit - Church
37632,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,WOOD,(419) 354-8900,Acute Care Hospitals,Voluntary non-profit - Private
59431,PENDER MEMORIAL HOSPITAL,507 E FREMONT ST,BURGAW,NC,28425,PENDER,(910) 300-4004,Critical Access Hospitals,Government - Local
11060,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,(217) 383-3311,Acute Care Hospitals,Voluntary non-profit - Private
83716,MT SAN RAFAEL HOSPITAL,410 BENEDICTA AVE,TRINIDAD,CO,81082,LAS ANIMAS,(719) 846-9213,Critical Access Hospitals,Voluntary non-profit - Private
41647,MADISON COUNTY HEALTH CARE SYSTEM,300 WEST HUTCHINGS STREET,WINTERSET,IA,50273,MADISON,(515) 462-2373,Critical Access Hospitals,Government - Local
22059,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,CASCADE,(406) 455-5000,Acute Care Hospitals,Voluntary non-profit - Private
25607,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,COVINGTON,TN,38019,TIPTON,(901) 476-2621,Acute Care Hospitals,Voluntary non-profit - Church
66604,ST CHARLES MADRAS,470 NE A STREET,MADRAS,OR,97741,JEFFERSON,(541) 475-3882,Critical Access Hospitals,Voluntary non-profit - Private
14101,WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,17268,FRANKLIN,(717) 765-4000,Acute Care Hospitals,Voluntary non-profit - Private
16451,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,605 OAK STREET,BIG RAPIDS,MI,49307,MECOSTA,(231) 796-8691,Acute Care Hospitals,Government - Local
30793,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,COLLIN,(972) 981-8000,Acute Care Hospitals,Voluntary non-profit - Private
86184,CASS COUNTY MEMORIAL HOSPITAL,1501 EAST TENTH STREET,ATLANTIC,IA,50022,CASS,(712) 243-3250,Critical Access Hospitals,Government - Local
69522,MONROE SURGICAL HOSPITAL,2408 BROADMOOR BLVD,MONROE,LA,71201,OUACHITA,(318) 410-0002,Acute Care Hospitals,Physician
57592,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,BRONX,(718) 918-5000,Acute Care Hospitals,Government - Local
77825,GREENWICH HOSPITAL ASSOCIATION -,5 PERRYRIDGE RD,GREENWICH,CT,6830,FAIRFIELD,(203) 863-3000,Acute Care Hospitals,Voluntary non-profit - Private
69297,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,FLORENCE,(843) 777-2900,Acute Care Hospitals,Voluntary non-profit - Other
91574,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,BLAIR,(814) 889-2011,Acute Care Hospitals,Voluntary non-profit - Private
65544,NMC Portsmouth,620 John Paul Jones Circle,Portsmouth,VA,23708,PORTSMOUTH CITY,(757) 953-5008,Acute Care - Department of Defense,Department of Defense
34211,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,MIDLAND,(432) 685-1111,Acute Care Hospitals,Government - Local
30693,MINNIE HAMILTON HEALTH SYSTEM,186 HOSPITAL DRIVE,GRANTSVILLE,WV,26147,CALHOUN,(304) 354-9244,Critical Access Hospitals,Voluntary non-profit - Private
94405,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,DENTON,(940) 898-7000,Acute Care Hospitals,Voluntary non-profit - Private
25112,SEASIDE BEHAVIORAL CENTER,4201 WOODLAND DRIVE,NEW ORLEANS,LA,70131,ORLEANS,(504) 393-4223,Psychiatric,Proprietary
19120,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON,NJ,8818,MIDDLESEX,(732) 321-7000,Acute Care Hospitals,Voluntary non-profit - Private
23986,FIRST HOSPITAL OF WYOMING VALLEY,562 WYOMING AVENUE,KINGSTON,PA,18704,LUZERNE,(570) 552-3900,Psychiatric,Proprietary
15710,HERINGTON MUNICIPAL HOSPITAL,100 E HELEN STREET,HERINGTON,KS,67449,DICKINSON,(785) 258-2207,Critical Access Hospitals,Voluntary non-profit - Other
76812,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120,PINAL,(480) 733-3300,Acute Care Hospitals,Voluntary non-profit - Other
62184,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,1650 MOON LAKE BLVD,HOFFMAN ESTATES,IL,60169,COOK,(847) 882-1600,Psychiatric,Voluntary non-profit - Church
35502,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,LUZERNE,(570) 826-7300,Acute Care Hospitals,Voluntary non-profit - Private
54720,OCEANS BEHAVIORAL HOSPITAL OF DERIDDER,1420 BLANKENSHIP DRIVE,DERIDDER,LA,70634,BEAUREGARD,(337) 460-9472,Psychiatric,Proprietary
55941,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,(916) 784-4000,Acute Care Hospitals,Voluntary non-profit - Private
30684,THREE RIVERS HOSPITAL,507 HOSPITAL WAY,BREWSTER,WA,98812,OKANOGAN,(509) 689-2517,Critical Access Hospitals,Government - Hospital District or Authority
84743,ATRIUM HEALTH STANLY,301 YADKIN ST,ALBEMARLE,NC,28001,STANLY,(704) 984-4000,Acute Care Hospitals,Voluntary non-profit - Private
20369,NEWPORT COMMUNITY HOSPITAL,714 WEST PINE STREET,NEWPORT,WA,99156,PEND OREILLE,(509) 447-2441,Critical Access Hospitals,Government - Hospital District or Authority
86124,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"#4007 EST DIAMOND RUBY, CHRISTIANSTED",ST CROIX,VI,820,SAINT CROIX ISLAND,(340) 778-6311,Acute Care Hospitals,Government - State
58729,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,604 1ST ST NE,WESSINGTON SPRINGS,SD,57382,JERAULD,(605) 539-1201,Critical Access Hospitals,Voluntary non-profit - Private
48417,ALEXIAN BROTHERS MEDICAL CENTER 1,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,COOK,(847) 437-5500,Acute Care Hospitals,Voluntary non-profit - Church
75567,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,3103,HILLSBOROUGH,(603) 669-5300,Acute Care Hospitals,Voluntary non-profit - Private
49014,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,SANTA CLARA,(650) 940-7000,Acute Care Hospitals,Government - Hospital District or Authority
46909,STILLWATER MEDICAL CENTER,1323 WEST 6TH STREET,STILLWATER,OK,74076,PAYNE,(405) 372-1480,Acute Care Hospitals,Voluntary non-profit - Other
29478,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,PADUCAH,KY,42003,MC CRACKEN,(270) 575-2100,Acute Care Hospitals,Voluntary non-profit - Church
88872,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,KINGSVILLE,TX,78363,KLEBERG,(361) 595-1661,Acute Care Hospitals,Voluntary non-profit - Private
33307,ENNIS REGIONAL MEDICAL CENTER,2201 WEST LAMPASAS STREET,ENNIS,TX,75119,ELLIS,(972) 875-0900,Acute Care Hospitals,Proprietary
40120,ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,ESSEX,(518) 873-6377,Critical Access Hospitals,Voluntary non-profit - Private
60303,NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR,3505 FREDERICK AVENUE,SAINT JOSEPH,MO,64502,BUCHANAN,(816) 387-2300,Psychiatric,Government - State
47421,UNIVERSITY BEHAVIORAL CENTER,2500 DISCOVERY DRIVE,ORLANDO,FL,32826,ORANGE,(407) 281-7000,Psychiatric,Voluntary non-profit - Private
70597,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31602,LOWNDES,(229) 333-1020,Acute Care Hospitals,Government - Hospital District or Authority
77596,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,"P O BOX 428, 531 BEEBE ST",OSCEOLA,NE,68651,POLK,(402) 747-2031,Critical Access Hospitals,Government - Local
71844,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,52001,DUBUQUE,(563) 582-1881,Acute Care Hospitals,Voluntary non-profit - Private
13655,TENNOVA HEALTHCARE-CLARKSVILLE,651 DUNLOP LANE,CLARKSVILLE,TN,37040,MONTGOMERY,(931) 502-1000,Acute Care Hospitals,Proprietary
51414,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080,TEHAMA,(530) 529-8012,Acute Care Hospitals,Voluntary non-profit - Church
73759,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,911 NORTHLAND DR,PRINCETON,MN,55371,MILLE LACS,(763) 389-6481,Acute Care Hospitals,Voluntary non-profit - Other
31023,SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,3229 BURNETT AVENUE,CINCINNATI,OH,45229,HAMILTON,(513) 872-6000,Childrens,Voluntary non-profit - Private
80204,TERRELL STATE HOSPITAL,1200 E BRIN STREET,TERRELL,TX,75160,KAUFMAN,(972) 524-6452,Psychiatric,Government - State
84434,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 375-3333,Acute Care Hospitals,Voluntary non-profit - Private
83970,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,MIDDLESEX,(508) 383-1000,Acute Care Hospitals,Voluntary non-profit - Private
81960,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,15650,WESTMORELAND,(724) 537-1000,Acute Care Hospitals,Voluntary non-profit - Private
58378,SAINT CAMILLUS MEDICAL CENTER,1612 HURST TOWN CENTER DRIVE,HURST,TX,76054,TARRANT,(817) 519-3700,Acute Care Hospitals,Proprietary
80508,DELTA COMMUNITY HOSPITAL,126 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,MILLARD,(435) 864-5591,Critical Access Hospitals,Proprietary
10371,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,ONEIDA,(315) 798-6000,Acute Care Hospitals,Voluntary non-profit - Private
14855,SCOTT REGIONAL HOSPITAL CAH,317 HIGHWAY 13 SOUTH,MORTON,MS,39117,SCOTT,(601) 732-6301,Critical Access Hospitals,Voluntary non-profit - Private
10703,MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,PERRY,(618) 542-2146,Critical Access Hospitals,Voluntary non-profit - Private
51098,BROUGHTON HOSPITAL,1000 S STERLING STREET,MORGANTON,NC,28655,BURKE,(828) 433-2111,Psychiatric,Government - State
21743,REGINA HOSPITAL,1175 NININGER ROAD,HASTINGS,MN,55033,DAKOTA,(651) 480-4100,Acute Care Hospitals,Voluntary non-profit - Church
61488,"SOUTHCOAST HOSPITAL GROUP, INC",363 HIGHLAND AVENUE,FALL RIVER,MA,2720,BRISTOL,(508) 679-3131,Acute Care Hospitals,Voluntary non-profit - Private
55512,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,SONOMA,(707) 431-6500,Critical Access Hospitals,Government - Hospital District or Authority
50218,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MC LEAN,(309) 662-3311,Acute Care Hospitals,Voluntary non-profit - Church
23220,AURORA BEHAVIORAL HEALTHCARE-TEMPE,6350 SOUTH MAPLE AVENUE,TEMPE,AZ,85283,MARICOPA,(480) 345-5400,Psychiatric,Voluntary non-profit - Private
86367,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVENUE,WOOSTER,OH,44691,WAYNE,(330) 263-8100,Acute Care Hospitals,Government - Local
87451,SHRINERS HOSPITALS FOR CHILDREN,3160 GENEVA STREET,LOS ANGELES,CA,90020,LOS ANGELES,(213) 388-3151,Childrens,Voluntary non-profit - Private
77054,KENMARE COMMUNITY HOSPITAL,PO BOX 697,KENMARE,ND,58746,WARD,(701) 385-4296,Critical Access Hospitals,Voluntary non-profit - Private
24051,INTEGRIS MIAMI HOSPITAL,200 SECOND AVENUE SOUTHWEST,MIAMI,OK,74355,OTTAWA,(918) 542-6611,Acute Care Hospitals,Voluntary non-profit - Other
